loan_amnt,term,int_rate,grade,home_ownership,annual_inc,purpose,loan_status
6000,36 months,7.88,A,MORTGAGE,48000,other,Fully Paid
5000,36 months,11.36,B,MORTGAGE,61498,debt_consolidation,Fully Paid
7500,36 months,12.73,C,RENT,40000,debt_consolidation,Fully Paid
5000,36 months,10.62,B,OWN,74000,home_improvement,Fully Paid
1800,36 months,6.76,A,RENT,25200,credit_card,Fully Paid
9600,36 months,13.48,C,RENT,40000,medical,Fully Paid
5000,36 months,12.73,C,RENT,45000,debt_consolidation,Fully Paid
12000,36 months,14.22,C,RENT,53000,small_business,Fully Paid
25000,36 months,10.99,B,MORTGAGE,85000,debt_consolidation,Fully Paid
12000,36 months,11.36,B,RENT,42500,debt_consolidation,Fully Paid
4200,36 months,13.11,C,MORTGAGE,250000,other,Fully Paid
16000,36 months,15.7,D,RENT,52000,credit_card,Fully Paid
2500,36 months,14.22,C,RENT,120000,other,Fully Paid
15000,36 months,10.62,B,OWN,56000,credit_card,Fully Paid
14500,36 months,14.59,D,RENT,36000,debt_consolidation,Charged Off
4000,36 months,13.48,C,MORTGAGE,115000,other,Fully Paid
14000,36 months,7.88,A,RENT,46800,credit_card,Fully Paid
3200,36 months,7.88,A,MORTGAGE,79000,credit_card,Fully Paid
6000,36 months,15.33,D,MORTGAGE,58750,wedding,Fully Paid
14000,36 months,7.88,A,OWN,118000,small_business,Fully Paid
16000,36 months,13.85,C,RENT,51000,credit_card,Fully Paid
10000,36 months,16.82,E,OWN,20000,other,Fully Paid
20000,36 months,10.62,B,RENT,78000,credit_card,Fully Paid
7000,36 months,10.99,B,RENT,37200,credit_card,Fully Paid
10000,36 months,16.82,E,RENT,50000,debt_consolidation,Fully Paid
10000,36 months,13.48,C,RENT,50000,debt_consolidation,Charged Off
3300,36 months,10.99,B,MORTGAGE,45000,car,Fully Paid
24250,36 months,10.62,B,RENT,62500,small_business,Fully Paid
8000,36 months,10.62,B,RENT,60000,debt_consolidation,Fully Paid
22000,36 months,10.25,B,MORTGAGE,72000,major_purchase,Fully Paid
20000,36 months,13.48,C,MORTGAGE,65000,small_business,Charged Off
9600,36 months,13.48,C,RENT,37800,other,Charged Off
9000,36 months,7.88,A,MORTGAGE,95000,credit_card,Fully Paid
8500,36 months,9.88,B,RENT,55000,credit_card,Fully Paid
3250,36 months,12.73,C,MORTGAGE,60000,debt_consolidation,Fully Paid
8500,36 months,7.14,A,MORTGAGE,36500,credit_card,Fully Paid
14000,36 months,10.62,B,RENT,95000,car,Fully Paid
2000,36 months,13.48,C,RENT,20928,major_purchase,Fully Paid
10000,36 months,14.22,C,MORTGAGE,56700,debt_consolidation,Fully Paid
6400,36 months,13.11,C,MORTGAGE,53000,car,Fully Paid
16000,36 months,12.73,C,OWN,110000,debt_consolidation,Fully Paid
18000,36 months,13.48,C,MORTGAGE,95000,credit_card,Fully Paid
7000,36 months,13.85,C,RENT,58000,other,Charged Off
4000,36 months,7.14,A,MORTGAGE,250000,credit_card,Fully Paid
25000,36 months,10.99,B,RENT,220000,moving,Charged Off
15000,36 months,15.33,D,MORTGAGE,38000,credit_card,Fully Paid
18000,36 months,14.96,D,RENT,65000,credit_card,Fully Paid
7200,36 months,7.14,A,MORTGAGE,115731,debt_consolidation,Fully Paid
10000,36 months,13.48,C,RENT,35000,debt_consolidation,Fully Paid
11500,36 months,7.88,A,RENT,42000,credit_card,Fully Paid
3000,36 months,7.88,A,RENT,36000,debt_consolidation,Fully Paid
8000,36 months,9.88,B,MORTGAGE,74500,debt_consolidation,Fully Paid
6500,36 months,10.99,B,MORTGAGE,71046.94,other,Fully Paid
6250,36 months,16.82,E,RENT,19250,debt_consolidation,Fully Paid
21250,36 months,10.25,B,RENT,53000,credit_card,Fully Paid
15000,36 months,13.48,C,RENT,37818,debt_consolidation,Fully Paid
2000,36 months,14.22,C,RENT,30000,home_improvement,Fully Paid
15000,36 months,10.62,B,MORTGAGE,46551,debt_consolidation,Fully Paid
12000,36 months,10.62,B,RENT,34132.8,debt_consolidation,Fully Paid
10000,36 months,13.48,C,RENT,35000,debt_consolidation,Fully Paid
10000,36 months,7.14,A,MORTGAGE,67000,home_improvement,Fully Paid
7000,36 months,12.73,C,RENT,41000,debt_consolidation,Fully Paid
18000,36 months,7.88,A,MORTGAGE,50000,debt_consolidation,Fully Paid
14500,36 months,13.85,C,RENT,43200,debt_consolidation,Charged Off
24000,36 months,10.62,B,MORTGAGE,320000,credit_card,Charged Off
2500,36 months,9.88,B,MORTGAGE,43200,major_purchase,Fully Paid
15000,36 months,10.99,B,MORTGAGE,63000,credit_card,Fully Paid
3000,36 months,17.93,E,RENT,42000,other,Fully Paid
18000,36 months,13.11,C,RENT,50000,debt_consolidation,Fully Paid
10000,36 months,12.73,C,MORTGAGE,120000,debt_consolidation,Fully Paid
20000,36 months,17.56,E,MORTGAGE,90000,other,Charged Off
16000,36 months,7.88,A,MORTGAGE,73000,debt_consolidation,Fully Paid
12800,36 months,13.11,C,MORTGAGE,70000,debt_consolidation,Fully Paid
22000,36 months,10.99,B,RENT,82000,debt_consolidation,Fully Paid
16750,36 months,7.88,A,OWN,28000,medical,Fully Paid
24250,36 months,13.85,C,RENT,306000,debt_consolidation,Fully Paid
9250,36 months,13.11,C,MORTGAGE,43000,debt_consolidation,Fully Paid
11200,36 months,7.14,A,MORTGAGE,46873.12,debt_consolidation,Fully Paid
25000,36 months,14.59,D,MORTGAGE,80000,debt_consolidation,Fully Paid
4000,36 months,13.48,C,RENT,24000,other,Fully Paid
25000,36 months,14.59,D,MORTGAGE,138571,debt_consolidation,Fully Paid
6000,36 months,11.36,B,OWN,72000,home_improvement,Fully Paid
5550,36 months,11.36,B,RENT,31000,car,Charged Off
6000,36 months,10.25,B,RENT,62000,credit_card,Fully Paid
13500,36 months,10.99,B,MORTGAGE,53184,debt_consolidation,Fully Paid
12500,36 months,13.11,C,MORTGAGE,60000,debt_consolidation,Fully Paid
25000,36 months,12.73,C,MORTGAGE,80000,debt_consolidation,Fully Paid
7000,36 months,7.88,A,RENT,28038,debt_consolidation,Fully Paid
12000,36 months,13.48,C,MORTGAGE,43000,debt_consolidation,Fully Paid
3000,36 months,12.73,C,MORTGAGE,68000,other,Fully Paid
3000,36 months,14.96,D,RENT,67000,other,Fully Paid
8400,36 months,7.88,A,RENT,55000,debt_consolidation,Fully Paid
15000,36 months,7.88,A,RENT,50000,debt_consolidation,Fully Paid
3500,36 months,16.07,D,RENT,15600,major_purchase,Fully Paid
16000,36 months,10.62,B,RENT,135000,credit_card,Fully Paid
5500,36 months,12.73,C,RENT,44400,other,Fully Paid
11000,36 months,7.51,A,MORTGAGE,70000,debt_consolidation,Fully Paid
10700,36 months,14.22,C,MORTGAGE,150000,credit_card,Fully Paid
6000,36 months,13.11,C,RENT,20000,other,Fully Paid
8400,36 months,7.88,A,RENT,42000,credit_card,Fully Paid
13000,36 months,12.73,C,RENT,36000,debt_consolidation,Fully Paid
15000,36 months,10.25,B,MORTGAGE,81120,credit_card,Fully Paid
10000,36 months,9.88,B,RENT,60000,debt_consolidation,Fully Paid
12000,36 months,10.62,B,RENT,30000,other,Fully Paid
8250,36 months,11.36,B,RENT,33000,debt_consolidation,Fully Paid
8000,36 months,7.88,A,MORTGAGE,36000,debt_consolidation,Fully Paid
6000,36 months,10.99,B,MORTGAGE,106000,credit_card,Fully Paid
12000,36 months,7.88,A,RENT,60000,wedding,Fully Paid
10000,36 months,10.99,B,MORTGAGE,37000,home_improvement,Fully Paid
8550,36 months,10.25,B,RENT,42000,debt_consolidation,Charged Off
6500,36 months,10.99,B,RENT,45600,debt_consolidation,Fully Paid
6400,36 months,9.88,B,RENT,37850,house,Fully Paid
25000,36 months,15.7,D,RENT,47000,debt_consolidation,Fully Paid
5000,36 months,7.88,A,RENT,103992,moving,Fully Paid
10000,36 months,7.51,A,RENT,33078,debt_consolidation,Fully Paid
11000,36 months,7.88,A,MORTGAGE,43000,credit_card,Fully Paid
10000,36 months,9.88,B,RENT,43200,major_purchase,Charged Off
6000,36 months,14.59,D,RENT,54000,moving,Fully Paid
18500,36 months,10.99,B,RENT,60000,home_improvement,Fully Paid
20000,36 months,12.73,C,MORTGAGE,130208,other,Fully Paid
2800,36 months,10.25,B,RENT,40000,credit_card,Fully Paid
2500,36 months,14.59,D,MORTGAGE,52000,debt_consolidation,Fully Paid
21600,36 months,13.85,C,MORTGAGE,77248,debt_consolidation,Fully Paid
17600,36 months,13.48,C,RENT,77000,credit_card,Fully Paid
5000,36 months,14.59,D,RENT,42000,small_business,Fully Paid
9000,36 months,15.33,D,RENT,62839,major_purchase,Fully Paid
13750,36 months,14.22,C,MORTGAGE,30000,debt_consolidation,Fully Paid
1750,36 months,12.73,C,OWN,11440,other,Charged Off
10000,36 months,10.99,B,MORTGAGE,86000,major_purchase,Fully Paid
11000,36 months,11.36,B,MORTGAGE,70000,debt_consolidation,Fully Paid
24250,36 months,11.36,B,RENT,115200,credit_card,Fully Paid
6525,36 months,16.07,D,RENT,38000,other,Fully Paid
10000,36 months,17.93,E,MORTGAGE,85680,debt_consolidation,Fully Paid
3000,36 months,12.73,C,RENT,42000,credit_card,Fully Paid
10000,36 months,10.62,B,RENT,125000,other,Charged Off
14500,36 months,7.88,A,MORTGAGE,92400,debt_consolidation,Fully Paid
7000,36 months,13.48,C,MORTGAGE,55000,debt_consolidation,Fully Paid
2500,36 months,6.39,A,MORTGAGE,65000,home_improvement,Fully Paid
9000,36 months,10.25,B,MORTGAGE,120000,medical,Fully Paid
13000,36 months,7.88,A,MORTGAGE,56000,debt_consolidation,Fully Paid
1200,36 months,13.11,C,OWN,54000,debt_consolidation,Fully Paid
24000,36 months,10.25,B,MORTGAGE,1.00E+05,debt_consolidation,Fully Paid
15000,36 months,9.88,B,RENT,40000,debt_consolidation,Fully Paid
21000,36 months,11.36,B,MORTGAGE,90000,other,Fully Paid
9000,36 months,10.99,B,RENT,28800,debt_consolidation,Fully Paid
8000,36 months,16.07,D,MORTGAGE,72000,medical,Fully Paid
22000,36 months,13.11,C,RENT,49000,debt_consolidation,Charged Off
3000,36 months,10.99,B,RENT,13200,debt_consolidation,Charged Off
7500,36 months,10.62,B,RENT,165000,major_purchase,Fully Paid
10000,36 months,12.73,C,RENT,21000,credit_card,Fully Paid
10000,36 months,12.73,C,RENT,65000,debt_consolidation,Fully Paid
14500,36 months,7.88,A,MORTGAGE,72000,home_improvement,Fully Paid
16000,36 months,10.25,B,OWN,53000,debt_consolidation,Fully Paid
17500,36 months,13.85,C,RENT,49270,credit_card,Fully Paid
6000,36 months,12.73,C,RENT,27000,major_purchase,Fully Paid
10000,36 months,7.14,A,MORTGAGE,40000,home_improvement,Fully Paid
1600,36 months,9.88,B,MORTGAGE,87500,small_business,Fully Paid
15000,36 months,9.88,B,MORTGAGE,48000,debt_consolidation,Fully Paid
5000,36 months,11.36,B,RENT,47233,debt_consolidation,Fully Paid
6500,36 months,12.73,C,RENT,43000,debt_consolidation,Fully Paid
10000,36 months,14.59,D,MORTGAGE,90305,debt_consolidation,Charged Off
20000,36 months,17.93,E,MORTGAGE,305000,home_improvement,Fully Paid
3000,36 months,16.82,E,MORTGAGE,37100,other,Fully Paid
8000,36 months,9.88,B,RENT,60000,debt_consolidation,Fully Paid
11200,36 months,14.22,C,RENT,60000,credit_card,Fully Paid
4000,36 months,12.73,C,RENT,48804,debt_consolidation,Charged Off
6600,36 months,10.99,B,RENT,70000,credit_card,Fully Paid
4500,36 months,7.88,A,RENT,14400,debt_consolidation,Fully Paid
6000,36 months,10.25,B,MORTGAGE,24000,home_improvement,Fully Paid
10000,36 months,7.88,A,RENT,79000,credit_card,Fully Paid
6000,36 months,9.88,B,RENT,25000,debt_consolidation,Fully Paid
6000,36 months,14.22,C,OWN,50000,car,Fully Paid
5000,36 months,16.07,D,RENT,47000,debt_consolidation,Fully Paid
2500,36 months,16.45,E,RENT,38000,home_improvement,Fully Paid
25000,36 months,10.62,B,MORTGAGE,95000,small_business,Fully Paid
5000,36 months,15.33,D,OWN,23400,debt_consolidation,Fully Paid
4000,36 months,10.99,B,MORTGAGE,72000,other,Fully Paid
5000,36 months,7.88,A,RENT,10668,major_purchase,Fully Paid
10000,36 months,12.73,C,MORTGAGE,150000,wedding,Fully Paid
16000,36 months,16.45,E,MORTGAGE,78000,home_improvement,Fully Paid
5600,36 months,10.62,B,RENT,48000,major_purchase,Fully Paid
4000,36 months,14.96,D,RENT,50000,credit_card,Fully Paid
2500,36 months,7.14,A,MORTGAGE,80000,vacation,Fully Paid
8000,36 months,7.14,A,MORTGAGE,85000,debt_consolidation,Fully Paid
13000,36 months,15.7,D,RENT,52000,debt_consolidation,Fully Paid
5000,36 months,10.25,B,RENT,65000,other,Fully Paid
2500,36 months,7.88,A,RENT,54600,wedding,Fully Paid
12000,36 months,10.99,B,RENT,70000,debt_consolidation,Fully Paid
8550,36 months,9.88,B,MORTGAGE,105999.8,credit_card,Fully Paid
6500,36 months,7.14,A,MORTGAGE,86500,debt_consolidation,Fully Paid
10000,36 months,7.51,A,MORTGAGE,120000,home_improvement,Fully Paid
4000,36 months,7.88,A,RENT,42000,debt_consolidation,Fully Paid
13000,36 months,13.11,C,RENT,31200,debt_consolidation,Fully Paid
10000,36 months,12.73,C,RENT,80000,small_business,Fully Paid
8000,36 months,11.36,B,OWN,40000,major_purchase,Fully Paid
10000,36 months,7.88,A,RENT,51000,other,Fully Paid
10000,36 months,15.33,D,MORTGAGE,68000,credit_card,Fully Paid
5500,36 months,6.76,A,MORTGAGE,58800,other,Fully Paid
3000,36 months,14.22,C,RENT,110000,moving,Fully Paid
10000,36 months,9.88,B,MORTGAGE,69000,wedding,Fully Paid
2500,36 months,6.39,A,MORTGAGE,66560,home_improvement,Fully Paid
5000,36 months,10.62,B,RENT,33000,debt_consolidation,Fully Paid
6000,36 months,7.88,A,MORTGAGE,70000,credit_card,Fully Paid
7500,36 months,7.88,A,RENT,55000,major_purchase,Fully Paid
5000,36 months,6.76,A,MORTGAGE,75000,medical,Fully Paid
6000,36 months,9.88,B,RENT,19200,debt_consolidation,Fully Paid
6000,36 months,14.59,D,RENT,59578.44,other,Fully Paid
2500,36 months,7.14,A,MORTGAGE,24000,home_improvement,Fully Paid
8400,36 months,13.11,C,RENT,45000,credit_card,Fully Paid
9600,36 months,7.51,A,RENT,50000,debt_consolidation,Fully Paid
2000,36 months,14.22,C,MORTGAGE,50400,debt_consolidation,Charged Off
10000,36 months,10.25,B,RENT,45000,debt_consolidation,Fully Paid
22750,36 months,10.62,B,MORTGAGE,35000,home_improvement,Fully Paid
11000,36 months,7.51,A,RENT,38126,debt_consolidation,Fully Paid
20000,36 months,11.36,B,MORTGAGE,280000,home_improvement,Fully Paid
24000,36 months,12.73,C,RENT,1.00E+05,debt_consolidation,Fully Paid
3200,36 months,10.99,B,RENT,88000,other,Fully Paid
4000,36 months,13.11,C,RENT,14400,debt_consolidation,Fully Paid
4000,36 months,13.48,C,RENT,34200,debt_consolidation,Fully Paid
5000,36 months,11.36,B,RENT,50000,other,Fully Paid
14800,36 months,9.88,B,MORTGAGE,68000,debt_consolidation,Fully Paid
18000,36 months,10.25,B,OWN,36662,debt_consolidation,Fully Paid
15000,36 months,14.59,D,MORTGAGE,66000,debt_consolidation,Charged Off
18000,36 months,13.48,C,MORTGAGE,1.00E+05,credit_card,Fully Paid
15000,36 months,13.85,C,MORTGAGE,88000,debt_consolidation,Fully Paid
25000,36 months,11.36,B,MORTGAGE,63800,small_business,Fully Paid
10000,36 months,7.88,A,MORTGAGE,62000,small_business,Fully Paid
8000,36 months,10.25,B,MORTGAGE,55000,small_business,Charged Off
5000,36 months,6.76,A,MORTGAGE,54000,home_improvement,Fully Paid
20150,36 months,11.36,B,MORTGAGE,75000,other,Fully Paid
7500,36 months,7.51,A,RENT,25000,credit_card,Fully Paid
6500,36 months,7.14,A,MORTGAGE,33600,major_purchase,Fully Paid
4750,36 months,10.25,B,MORTGAGE,49000,debt_consolidation,Fully Paid
7500,36 months,9.88,B,RENT,67500,other,Fully Paid
6500,36 months,7.14,A,RENT,38000,debt_consolidation,Fully Paid
10000,36 months,7.14,A,RENT,40000,major_purchase,Fully Paid
6000,36 months,14.22,C,RENT,29820,debt_consolidation,Fully Paid
24000,36 months,10.99,B,RENT,155000,credit_card,Fully Paid
10750,36 months,13.48,C,MORTGAGE,50000,credit_card,Fully Paid
6300,36 months,7.14,A,MORTGAGE,69930,home_improvement,Fully Paid
18000,36 months,9.88,B,RENT,84000,medical,Fully Paid
18000,36 months,10.99,B,OWN,76000,debt_consolidation,Fully Paid
12000,36 months,13.11,C,MORTGAGE,73000,debt_consolidation,Fully Paid
9600,36 months,14.22,C,RENT,120640,credit_card,Fully Paid
4200,36 months,14.22,C,RENT,63000,moving,Fully Paid
16000,36 months,10.25,B,MORTGAGE,40800,small_business,Fully Paid
5000,36 months,13.85,C,RENT,32400,debt_consolidation,Fully Paid
16000,36 months,13.48,C,MORTGAGE,50000,debt_consolidation,Fully Paid
10000,36 months,14.59,D,RENT,33000,debt_consolidation,Fully Paid
6000,36 months,11.36,B,MORTGAGE,65000,small_business,Fully Paid
25000,36 months,15.7,D,MORTGAGE,68902.67,debt_consolidation,Fully Paid
9000,36 months,12.73,C,RENT,36000,debt_consolidation,Fully Paid
2500,36 months,10.99,B,RENT,28080,debt_consolidation,Fully Paid
7000,36 months,7.88,A,MORTGAGE,113000,credit_card,Charged Off
10750,36 months,14.59,D,RENT,45000,debt_consolidation,Fully Paid
8400,36 months,10.99,B,RENT,39500,debt_consolidation,Charged Off
10000,36 months,7.51,A,MORTGAGE,39000,major_purchase,Fully Paid
19750,36 months,15.7,D,RENT,53000,credit_card,Charged Off
17000,36 months,13.11,C,RENT,85500,credit_card,Fully Paid
6000,36 months,14.96,D,RENT,42000,debt_consolidation,Fully Paid
13000,36 months,7.88,A,OWN,25000,credit_card,Fully Paid
12000,36 months,10.99,B,RENT,60000,debt_consolidation,Fully Paid
12800,36 months,7.88,A,OWN,63000,credit_card,Fully Paid
18000,36 months,13.48,C,MORTGAGE,98000,small_business,Charged Off
16000,36 months,10.99,B,MORTGAGE,66500,credit_card,Fully Paid
16000,36 months,14.22,C,MORTGAGE,45000,home_improvement,Charged Off
3000,36 months,13.48,C,MORTGAGE,33600,educational,Fully Paid
2000,36 months,9.88,B,RENT,33000,major_purchase,Fully Paid
25000,36 months,13.11,C,MORTGAGE,89000,credit_card,Fully Paid
6000,36 months,7.14,A,MORTGAGE,50000,debt_consolidation,Fully Paid
2000,36 months,13.11,C,RENT,24000,other,Fully Paid
15000,36 months,9.88,B,MORTGAGE,94000,credit_card,Fully Paid
14000,36 months,16.45,E,RENT,1.00E+05,debt_consolidation,Fully Paid
3200,36 months,7.51,A,RENT,95000,credit_card,Fully Paid
25000,36 months,14.59,D,RENT,105000,debt_consolidation,Fully Paid
8000,36 months,10.99,B,RENT,130000,debt_consolidation,Fully Paid
3000,36 months,14.22,C,MORTGAGE,76209,other,Fully Paid
25000,36 months,11.36,B,MORTGAGE,145000,small_business,Fully Paid
10000,36 months,10.25,B,MORTGAGE,35300,debt_consolidation,Fully Paid
2875,36 months,14.59,D,MORTGAGE,79000,credit_card,Fully Paid
16000,36 months,15.7,D,MORTGAGE,69000,debt_consolidation,Fully Paid
10000,36 months,13.48,C,RENT,48000,debt_consolidation,Fully Paid
15000,36 months,11.36,B,MORTGAGE,46000,credit_card,Charged Off
15000,36 months,10.62,B,RENT,75000,credit_card,Charged Off
6000,36 months,7.51,A,MORTGAGE,55000,debt_consolidation,Fully Paid
24000,36 months,17.56,E,MORTGAGE,90000,credit_card,Fully Paid
5000,36 months,13.85,C,RENT,72516,other,Fully Paid
4750,36 months,10.99,B,MORTGAGE,123000,debt_consolidation,Fully Paid
9000,36 months,13.11,C,RENT,57057,other,Fully Paid
18000,36 months,9.88,B,RENT,70000,credit_card,Fully Paid
25000,36 months,14.96,D,MORTGAGE,130000,debt_consolidation,Fully Paid
4000,36 months,10.99,B,RENT,18000,other,Fully Paid
1000,36 months,9.88,B,RENT,36000,home_improvement,Fully Paid
2500,36 months,7.88,A,RENT,55000,credit_card,Fully Paid
12000,36 months,13.48,C,MORTGAGE,42000,credit_card,Fully Paid
10000,36 months,7.51,A,MORTGAGE,2.00E+05,other,Fully Paid
7000,36 months,10.62,B,OWN,20800,debt_consolidation,Charged Off
15000,36 months,13.48,C,RENT,58000,wedding,Fully Paid
7200,36 months,9.88,B,OWN,92000,debt_consolidation,Fully Paid
22000,36 months,11.36,B,MORTGAGE,45000,debt_consolidation,Charged Off
5000,36 months,14.96,D,RENT,57000,wedding,Fully Paid
11200,36 months,10.25,B,MORTGAGE,131000,car,Fully Paid
2000,36 months,11.36,B,MORTGAGE,38000,other,Fully Paid
4000,36 months,10.62,B,MORTGAGE,74678,home_improvement,Fully Paid
5000,36 months,14.22,C,RENT,60000,debt_consolidation,Fully Paid
13000,36 months,7.88,A,MORTGAGE,64000,home_improvement,Fully Paid
17000,36 months,13.85,C,MORTGAGE,90636,debt_consolidation,Fully Paid
25000,36 months,10.25,B,RENT,82000,other,Fully Paid
13000,36 months,7.51,A,MORTGAGE,54000,other,Fully Paid
5000,36 months,10.25,B,RENT,47184,debt_consolidation,Fully Paid
25000,36 months,11.36,B,MORTGAGE,105897,debt_consolidation,Fully Paid
6000,36 months,7.88,A,RENT,63000,credit_card,Fully Paid
6800,36 months,10.62,B,OWN,45000,debt_consolidation,Fully Paid
15000,36 months,16.07,D,MORTGAGE,40320,debt_consolidation,Fully Paid
10000,36 months,9.88,B,MORTGAGE,60000,debt_consolidation,Fully Paid
5000,36 months,14.96,D,MORTGAGE,60000,medical,Fully Paid
5000,36 months,10.25,B,MORTGAGE,284400,credit_card,Fully Paid
10000,36 months,15.7,D,MORTGAGE,48600,small_business,Fully Paid
5000,36 months,15.7,D,RENT,68000,debt_consolidation,Fully Paid
10000,36 months,7.88,A,MORTGAGE,50000,debt_consolidation,Fully Paid
8000,36 months,11.36,B,OWN,55000,other,Fully Paid
9500,36 months,7.88,A,RENT,19200,credit_card,Fully Paid
15000,36 months,13.11,C,OWN,120775,other,Fully Paid
14500,36 months,13.48,C,MORTGAGE,45000,credit_card,Fully Paid
16000,36 months,15.7,D,RENT,36000,small_business,Fully Paid
4200,36 months,10.62,B,MORTGAGE,48000,other,Fully Paid
6400,36 months,7.51,A,RENT,58000,car,Fully Paid
18000,36 months,13.11,C,RENT,40000,debt_consolidation,Fully Paid
